experiment_id,observation_id,attempt_id,phase,parent_observation_id,is_replacement,requested_output_tokens,api_max_output_tokens,actual_output_tokens,reasoning_tokens,actual_input_tokens,cached_input_tokens,total_tokens,randomized_launch_position,local_create_started_at,local_create_finished_at,local_create_duration_ms,batch_id,input_file_id,output_file_id,error_file_id,created_at,in_progress_at,finalizing_at,completed_at,failed_at,expired_at,cancelled_at,expires_at,created_at_iso,in_progress_at_iso,completed_at_iso,status,creation_state,turnaround_seconds,queue_seconds,active_seconds,finalizing_seconds,server_created_at_offset_seconds,local_terminal_seen_at,response_status,finish_or_incomplete_reason,early_stop,http_status,openai_request_id,error_type,error_code,error_message,create_error_type,create_error_message,output_text_chars,output_word_count,parse_error,estimated_cost_usd,valid_observation
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t00100-k0092,1,prod,,False,100,100,100.0,31.0,45.0,0.0,145.0,1.0,2026-09-10T10:22:59.107153+00:00,2026-09-10T10:23:00.953480+00:00,1846.327,batch_6aa285043df881908dde86c1e6ef81f7,file-3hp7s6u7LZ2vUqQDQgaUhk,file-5o9kmRHmKgVBvMYn9DBZ4N,,1789035780,1789035841,1789035856.0,1789035857.0,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:01+00:00,2026-09-10T10:24:17+00:00,completed,created,77.0,61.0,16.0,1.0,0.9126110076904297,2026-09-10T10:24:10.765639+00:00,incomplete,max_output_tokens,False,200,bb1e83bc-828d-4ff9-ac21-42721d272acf,,,,,,399.0,57.0,,6.45e-05,True
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t01000-k0399,1,prod,,False,1000,1000,1000.0,32.0,45.0,0.0,1045.0,2.0,2026-09-10T10:22:59.108281+00:00,2026-09-10T10:23:00.758841+00:00,1650.56,batch_6aa2850446688190893d911cc94f78d8,file-URyujANMbdu1xdjE7zk3Zv,file-SmU1QgiExi8Nqj3cxcYZ4G,,1789035780,1789035842,1789036051.0,1789036051.0,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:02+00:00,2026-09-10T10:27:31+00:00,completed,created,271.0,62.0,209.0,0.0,0.9126110076904297,2026-09-10T10:27:35.985009+00:00,incomplete,max_output_tokens,False,200,7ce782e3-d58c-43c4-b8bb-c2269fb050e1,,,,,,6280.0,853.0,,0.0006045,True
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t00100-k0203,1,prod,,False,100,100,100.0,30.0,45.0,0.0,145.0,3.0,2026-09-10T10:22:59.109183+00:00,2026-09-10T10:23:01.058998+00:00,1949.815,batch_6aa285044c708190a0464d7533d79d0e,file-3hp7s6u7LZ2vUqQDQgaUhk,file-Xes4EQVs1Sg3vFAb27BXVE,,1789035780,1789035842,1789035993.0,1789035994.0,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:02+00:00,2026-09-10T10:26:34+00:00,completed,created,214.0,62.0,152.0,1.0,0.9126110076904297,2026-09-10T10:26:25.987241+00:00,incomplete,max_output_tokens,False,200,8f65b6a3-3d7c-4817-a03c-22a4a1c6ecec,,,,,,416.0,59.0,,6.45e-05,True
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t00100-k0351,1,prod,,False,100,100,100.0,44.0,45.0,0.0,145.0,4.0,2026-09-10T10:22:59.110018+00:00,2026-09-10T10:23:01.054560+00:00,1944.542,batch_6aa285044cc08190b46de84ef1731cd2,file-3hp7s6u7LZ2vUqQDQgaUhk,file-7F7849BkyXqpsGBh95fBd5,,1789035780,1789035841,1789035856.0,1789035857.0,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:01+00:00,2026-09-10T10:24:17+00:00,completed,created,77.0,61.0,16.0,1.0,0.9126110076904297,2026-09-10T10:24:10.765639+00:00,incomplete,max_output_tokens,False,200,1790ae61-ed42-4e1c-b8a1-aae086b19101,,,,,,317.0,43.0,,6.45e-05,True
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t01000-k0241,1,prod,,False,1000,1000,1000.0,38.0,45.0,0.0,1045.0,5.0,2026-09-10T10:22:59.110876+00:00,2026-09-10T10:23:00.669933+00:00,1559.057,batch_6aa2850435b48190a26f922e120654d2,file-URyujANMbdu1xdjE7zk3Zv,file-9XBGf8yJ6obzWpcRJQy8Du,,1789035780,1789035841,1789035995.0,1789035996.0,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:01+00:00,2026-09-10T10:26:36+00:00,completed,created,216.0,61.0,155.0,1.0,0.9126110076904297,2026-09-10T10:26:25.987241+00:00,incomplete,max_output_tokens,False,200,438ef85a-8abc-439d-b7e2-6f12abb9f56d,,,,,,6327.0,881.0,,0.0006045,True
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t00016-k0285,1,prod,,False,16,16,,,,,,6.0,2026-09-10T10:22:59.112088+00:00,2026-09-10T10:23:01.073915+00:00,1961.827,batch_6aa285044d088190bbca6348b791e025,file-YLhrenST2sPgqk9wxVBmNx,,,1789035780,1789035841,,,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:01+00:00,,in_progress,created,,61.0,,,0.9126110076904297,,,,,200,,,,,,,,,,,False
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t01000-k0320,1,prod,,False,1000,1000,,,,,,7.0,2026-09-10T10:22:59.113097+00:00,2026-09-10T10:23:00.657966+00:00,1544.869,batch_6aa2850435748190a21b1145c5c37477,file-URyujANMbdu1xdjE7zk3Zv,,,1789035780,1789035841,,,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:01+00:00,,in_progress,created,,61.0,,,0.9126110076904297,,,,,200,,,,,,,,,,,False
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t03000-k0052,1,prod,,False,3000,3000,,,,,,8.0,2026-09-10T10:22:59.113954+00:00,2026-09-10T10:23:00.805866+00:00,1691.912,batch_6aa285045ac08190a51bc29757276447,file-GBThWoKtoCWSdsqY4xy39C,,,1789035780,1789035841,,,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:01+00:00,,in_progress,created,,61.0,,,0.9126110076904297,,,,,200,,,,,,,,,,,False
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t00100-k0233,1,prod,,False,100,100,,,,,,9.0,2026-09-10T10:22:59.114648+00:00,2026-09-10T10:23:00.957095+00:00,1842.447,batch_6aa28504436481908760632f432c8e6a,file-3hp7s6u7LZ2vUqQDQgaUhk,,,1789035780,1789035841,,,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:01+00:00,,in_progress,created,,61.0,,,0.9126110076904297,,,,,200,,,,,,,,,,,False
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t10000-k0310,1,prod,,False,10000,10000,10000.0,42.0,45.0,0.0,10045.0,10.0,2026-09-10T10:22:59.115375+00:00,2026-09-10T10:23:00.762893+00:00,1647.518,batch_6aa285044b1081908ee975c2b1fe4596,file-8EjySxx6hhhcV1nVJuHAbT,file-XXt1p5Rj1oCappYJhyECUs,,1789035780,1789035841,1789035981.0,1789035982.0,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:01+00:00,2026-09-10T10:26:22+00:00,completed,created,202.0,61.0,141.0,1.0,0.9126110076904297,2026-09-10T10:26:11.518366+00:00,incomplete,max_output_tokens,False,200,dbbea36b-b74a-49a8-8866-368aeacbd939,,,,,,61236.0,8060.0,,0.0060045,True
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t01000-k0353,1,prod,,False,1000,1000,,,,,,11.0,2026-09-10T10:22:59.116136+00:00,2026-09-10T10:23:00.710997+00:00,1594.861,batch_6aa28504367c8190809066931ede3482,file-URyujANMbdu1xdjE7zk3Zv,,,1789035780,1789035841,,,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:01+00:00,,in_progress,created,,61.0,,,0.9126110076904297,,,,,200,,,,,,,,,,,False
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t03000-k0083,1,prod,,False,3000,3000,,,,,,12.0,2026-09-10T10:22:59.116949+00:00,2026-09-10T10:23:01.039725+00:00,1922.776,batch_6aa285045058819084aea7330c7dd038,file-GBThWoKtoCWSdsqY4xy39C,,,1789035780,1789035841,,,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:01+00:00,,in_progress,created,,61.0,,,0.9126110076904297,,,,,200,,,,,,,,,,,False
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t00016-k0175,1,prod,,False,16,16,,,,,,13.0,2026-09-10T10:22:59.117665+00:00,2026-09-10T10:23:01.024344+00:00,1906.679,batch_6aa285044c308190ab8f5427bd60ba9a,file-YLhrenST2sPgqk9wxVBmNx,,,1789035780,1789035841,,,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:01+00:00,,in_progress,created,,61.0,,,0.9126110076904297,,,,,200,,,,,,,,,,,False
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t00016-k0103,1,prod,,False,16,16,,,,,,14.0,2026-09-10T10:22:59.118508+00:00,2026-09-10T10:23:00.748780+00:00,1630.272,batch_6aa2850450548190a57d2be3f1ba310f,file-YLhrenST2sPgqk9wxVBmNx,,,1789035780,1789035841,,,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:01+00:00,,in_progress,created,,61.0,,,0.9126110076904297,,,,,200,,,,,,,,,,,False
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t10000-k0234,1,prod,,False,10000,10000,10000.0,26.0,45.0,0.0,10045.0,15.0,2026-09-10T10:22:59.119402+00:00,2026-09-10T10:23:00.937962+00:00,1818.56,batch_6aa2850435f881909d55512dc38cc3a6,file-8EjySxx6hhhcV1nVJuHAbT,file-G5wkMy7x2fbZh2ouXjiMAP,,1789035780,1789035841,1789035995.0,1789035996.0,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:01+00:00,2026-09-10T10:26:36+00:00,completed,created,216.0,61.0,155.0,1.0,0.9126110076904297,2026-09-10T10:26:25.987241+00:00,incomplete,max_output_tokens,False,200,14bf510a-c224-4900-b231-f54c00f46c43,,,,,,55903.0,6613.0,,0.0060045,True
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t00016-k0105,1,prod,,False,16,16,,,,,,16.0,2026-09-10T10:22:59.120227+00:00,2026-09-10T10:23:01.043634+00:00,1923.407,batch_6aa28504531081908dcba4d42fa36a9d,file-YLhrenST2sPgqk9wxVBmNx,,,1789035780,1789035841,,,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:01+00:00,,in_progress,created,,61.0,,,0.9126110076904297,,,,,200,,,,,,,,,,,False
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t03000-k0233,1,prod,,False,3000,3000,3000.0,35.0,45.0,0.0,3045.0,17.0,2026-09-10T10:22:59.120918+00:00,2026-09-10T10:23:00.698185+00:00,1577.267,batch_6aa2850439d08190bf66a45539e9f16e,file-GBThWoKtoCWSdsqY4xy39C,file-PpmKtRSushUDFCyJnNvntf,,1789035780,1789035841,1789035892.0,1789035893.0,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:01+00:00,2026-09-10T10:24:53+00:00,completed,created,113.0,61.0,52.0,1.0,0.9126110076904297,2026-09-10T10:24:54.932280+00:00,incomplete,max_output_tokens,False,200,27b100cb-c677-4470-b4dd-154588d96df9,,,,,,15265.0,1806.0,,0.0018045,True
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t00100-k0072,1,prod,,False,100,100,100.0,26.0,45.0,0.0,145.0,18.0,2026-09-10T10:22:59.121911+00:00,2026-09-10T10:23:00.766397+00:00,1644.486,batch_6aa285044d4c81908a9fe360827c9ddd,file-3hp7s6u7LZ2vUqQDQgaUhk,file-R53HKFN5W9Q6STbvD4K32R,,1789035780,1789035841,1789035996.0,1789035997.0,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:01+00:00,2026-09-10T10:26:37+00:00,completed,created,217.0,61.0,156.0,1.0,0.9126110076904297,2026-09-10T10:26:25.987241+00:00,incomplete,max_output_tokens,False,200,cccb593f-7cb4-4cbc-9f76-12e5cf082be6,,,,,,391.0,53.0,,6.45e-05,True
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t00016-k0248,1,prod,,False,16,16,,,,,,19.0,2026-09-10T10:22:59.122797+00:00,2026-09-10T10:23:00.893422+00:00,1770.625,batch_6aa28504347481909a6e24d469280ed7,file-YLhrenST2sPgqk9wxVBmNx,,,1789035780,1789035841,,,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:01+00:00,,in_progress,created,,61.0,,,0.9126110076904297,,,,,200,,,,,,,,,,,False
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t00100-k0177,1,prod,,False,100,100,,,,,,20.0,2026-09-10T10:22:59.123780+00:00,2026-09-10T10:23:00.714978+00:00,1591.198,batch_6aa2850444d08190b98cfa4a44efc407,file-3hp7s6u7LZ2vUqQDQgaUhk,,,1789035780,1789035841,,,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:01+00:00,,in_progress,created,,61.0,,,0.9126110076904297,,,,,200,,,,,,,,,,,False
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t03000-k0321,1,prod,,False,3000,3000,,,,,,21.0,2026-09-10T10:22:59.124767+00:00,2026-09-10T10:23:00.663788+00:00,1539.021,batch_6aa28504306081909a0453d02ec7f407,file-GBThWoKtoCWSdsqY4xy39C,,,1789035780,1789035841,,,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:01+00:00,,in_progress,created,,61.0,,,0.9126110076904297,,,,,200,,,,,,,,,,,False
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t01000-k0030,1,prod,,False,1000,1000,,,,,,22.0,2026-09-10T10:22:59.125753+00:00,2026-09-10T10:23:00.652312+00:00,1526.559,batch_6aa28504374c8190b8fae743f109bc76,file-URyujANMbdu1xdjE7zk3Zv,,,1789035780,1789035841,,,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:01+00:00,,in_progress,created,,61.0,,,0.9126110076904297,,,,,200,,,,,,,,,,,False
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t10000-k0155,1,prod,,False,10000,10000,10000.0,38.0,45.0,0.0,10045.0,23.0,2026-09-10T10:22:59.126598+00:00,2026-09-10T10:23:00.752871+00:00,1626.273,batch_6aa2850446dc819093108b24dc0783c1,file-8EjySxx6hhhcV1nVJuHAbT,file-1aQqCQ45XrA2v6YPdv5cxf,,1789035780,1789035842,1789035993.0,1789035994.0,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:02+00:00,2026-09-10T10:26:34+00:00,completed,created,214.0,62.0,152.0,1.0,0.9126110076904297,2026-09-10T10:26:25.987241+00:00,incomplete,max_output_tokens,False,200,2027c4ec-bdf3-496f-8523-59df40338e65,,,,,,56511.0,7112.0,,0.0060045,True
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t01000-k0061,1,prod,,False,1000,1000,1000.0,30.0,45.0,0.0,1045.0,24.0,2026-09-10T10:22:59.127407+00:00,2026-09-10T10:23:01.070438+00:00,1943.031,batch_6aa285044c08819080780e0bcd70a591,file-URyujANMbdu1xdjE7zk3Zv,file-Et3zTD8sWzpo7yCSVh3Xgx,,1789035780,1789035842,1789036083.0,1789036084.0,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:02+00:00,2026-09-10T10:28:04+00:00,completed,created,304.0,62.0,242.0,1.0,0.9126110076904297,2026-09-10T10:28:04.106275+00:00,incomplete,max_output_tokens,False,200,1bca7658-5b31-4476-9b27-3e7b61d34bf0,,,,,,5086.0,601.0,,0.0006045,True
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t10000-k0390,1,prod,,False,10000,10000,10000.0,38.0,45.0,0.0,10045.0,25.0,2026-09-10T10:22:59.128247+00:00,2026-09-10T10:23:00.774929+00:00,1646.682,batch_6aa285043ee88190bf7682f730475b0b,file-8EjySxx6hhhcV1nVJuHAbT,file-Lfp18doZF2nq6PHsQp7w9F,,1789035780,1789035842,1789035983.0,1789035985.0,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:02+00:00,2026-09-10T10:26:25+00:00,completed,created,205.0,62.0,143.0,2.0,0.9126110076904297,2026-09-10T10:26:25.987241+00:00,incomplete,max_output_tokens,False,200,2a3a9066-efd4-4e27-9106-d03b7962ddd3,,,,,,57026.0,6891.0,,0.0060045,True
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t00016-k0070,1,prod,,False,16,16,,,,,,26.0,2026-09-10T10:22:59.129190+00:00,2026-09-10T10:23:00.800670+00:00,1671.48,batch_6aa2850459908190a77640e7183b6668,file-YLhrenST2sPgqk9wxVBmNx,,,1789035780,1789035874,,,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:34+00:00,,in_progress,created,,94.0,,,0.9126110076904297,,,,,200,,,,,,,,,,,False
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t00016-k0354,1,prod,,False,16,16,,,,,,27.0,2026-09-10T10:22:59.130895+00:00,2026-09-10T10:23:00.723392+00:00,1592.497,batch_6aa2850441848190836af6586faa2f21,file-YLhrenST2sPgqk9wxVBmNx,,,1789035780,1789035842,,,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:02+00:00,,in_progress,created,,62.0,,,0.9126110076904297,,,,,200,,,,,,,,,,,False
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t10000-k0157,1,prod,,False,10000,10000,10000.0,31.0,45.0,0.0,10045.0,28.0,2026-09-10T10:22:59.132040+00:00,2026-09-10T10:23:00.960517+00:00,1828.477,batch_6aa285043f3c8190801773e98422111d,file-8EjySxx6hhhcV1nVJuHAbT,file-NTLPWzU2vgz9iW7PZG7kcV,,1789035780,1789035841,1789036153.0,1789036154.0,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:01+00:00,2026-09-10T10:29:14+00:00,completed,created,374.0,61.0,313.0,1.0,0.9126110076904297,2026-09-10T10:29:14.400720+00:00,incomplete,max_output_tokens,False,200,e090be0f-0bad-47ac-8c75-079d3d548ae8,,,,,,53682.0,6954.0,,0.0060045,True
batch-turnaround-gpt-5.6-luna-2026-09-10,prod-t03000-k0064,1,prod,,False,3000,3000,3000.0,52.0,45.0,0.0,3045.0,29.0,2026-09-10T10:22:59.132879+00:00,2026-09-10T10:23:00.846944+00:00,1714.065,batch_6aa285045c648190b5c61935943a6595,file-GBThWoKtoCWSdsqY4xy39C,file-YYdNVTDfgTZKJDxqhrV2ZN,,1789035780,1789035841,1789035899.0,1789035900.0,,,,1789122180,2026-09-10T10:23:00+00:00,2026-09-10T10:24:01+00:00,2026-09-10T10:25:00+00:00,completed,created,120.0,61.0,59.0,1.0,0.9126110076904297,2026-09-10T10:24:54.932280+00:00,incomplete,max_output_tokens,False,200,256a0a32-b330-4afe-bce6-528505404d48,,,,,,17865.0,2474.0,,0.0018045,True
